rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Jett,1.11,17.8,16.0,3.5,0.49,0.19,246,49725,e2,act2,radiant
2,Reyna,1.12,17.6,15.7,4.4,0.5,0.126,247,32997,e2,act2,radiant
3,Raze,1.1,17.5,16.0,4.9,0.53,0.118,252,30957,e2,act2,radiant
4,Omen,1.01,15.2,15.0,4.2,0.5,0.11,207,28662,e2,act2,radiant
5,Sova,1.04,15.4,14.8,6.9,0.47,0.105,215,27438,e2,act2,radiant
6,Sage,1.01,15.2,15.1,7.1,0.48,0.103,209,26877,e2,act2,radiant
7,Killjoy,1.06,15.4,14.4,3.6,0.52,0.057,212,14943,e2,act2,radiant
8,Cypher,0.99,14.7,14.9,4.8,0.46,0.049,204,12750,e2,act2,radiant
9,Phoenix,1.08,17.6,16.3,4.7,0.44,0.039,241,10251,e2,act2,radiant
10,Brimstone,1.01,15.4,15.3,5.6,0.54,0.024,211,6375,e2,act2,radiant
11,Viper,1.06,15.5,14.6,4.5,0.5,0.023,217,6069,e2,act2,radiant
12,Astra,1.05,15.4,14.7,4.0,0.51,0.021,209,5406,e2,act2,radiant
13,Skye,0.95,14.2,14.9,5.0,0.37,0.015,197,3825,e2,act2,radiant
14,Breach,0.9,13.5,15.0,7.7,0.44,0.014,192,3621,e2,act2,radiant
15,Yoru,0.97,14.0,14.4,3.8,0.53,0.007,206,1836,e2,act2,radiant
1,Jett,1.07,17.2,16.0,3.5,0.5,0.163,239,601239,e2,act2,immortal
2,Sage,0.96,14.2,14.8,7.1,0.51,0.127,197,466701,e2,act2,immortal
3,Omen,0.96,14.7,15.3,4.0,0.49,0.123,201,453849,e2,act2,immortal
4,Reyna,1.09,17.2,15.8,4.3,0.5,0.122,239,449871,e2,act2,immortal
5,Raze,1.03,16.5,16.1,4.9,0.51,0.1,239,367149,e2,act2,immortal
6,Sova,1.0,14.4,14.4,6.7,0.51,0.084,205,311100,e2,act2,immortal
7,Killjoy,0.99,14.2,14.4,3.7,0.51,0.074,199,272544,e2,act2,immortal
8,Cypher,0.96,14.2,14.8,4.8,0.48,0.055,195,203592,e2,act2,immortal
9,Phoenix,1.05,16.6,15.8,4.3,0.51,0.042,232,155958,e2,act2,immortal
10,Brimstone,0.97,14.7,15.1,5.4,0.52,0.039,203,144228,e2,act2,immortal
11,Breach,0.88,13.8,15.7,6.8,0.44,0.021,193,76347,e2,act2,immortal
12,Viper,0.99,14.6,14.8,4.6,0.51,0.017,203,60894,e2,act2,immortal
13,Astra,0.96,14.4,15.0,4.4,0.47,0.015,198,56355,e2,act2,immortal
14,Skye,0.93,14.4,15.6,5.1,0.48,0.012,198,44064,e2,act2,immortal
15,Yoru,0.89,14.4,16.1,3.9,0.44,0.006,199,21420,e2,act2,immortal
1,Jett,1.06,16.9,16.0,3.6,0.5,0.15,236,262956,e2,act2,diamond3
2,Sage,0.95,13.9,14.7,7.0,0.51,0.132,194,232203,e2,act2,diamond3
3,Reyna,1.1,17.2,15.7,4.5,0.52,0.128,241,224094,e2,act2,diamond3
4,Omen,0.96,14.5,15.2,4.0,0.5,0.126,201,220320,e2,act2,diamond3
5,Raze,1.01,16.2,15.9,4.9,0.52,0.094,236,165444,e2,act2,diamond3
6,Sova,0.98,14.1,14.4,6.5,0.49,0.078,203,137088,e2,act2,diamond3
7,Killjoy,0.98,14.1,14.5,3.8,0.5,0.075,198,131886,e2,act2,diamond3
8,Cypher,0.94,13.9,14.8,4.8,0.47,0.053,191,92361,e2,act2,diamond3
9,Brimstone,0.94,14.1,15.0,5.3,0.5,0.05,199,86955,e2,act2,diamond3
10,Phoenix,1.04,16.3,15.7,4.4,0.48,0.048,230,83487,e2,act2,diamond3
11,Breach,0.89,13.7,15.3,6.5,0.48,0.024,191,42738,e2,act2,diamond3
12,Viper,1.0,14.6,14.7,4.7,0.5,0.015,203,26061,e2,act2,diamond3
13,Astra,0.95,14.2,14.9,4.3,0.45,0.013,197,22083,e2,act2,diamond3
14,Skye,0.94,14.0,14.9,5.1,0.54,0.01,192,16881,e2,act2,diamond3
15,Yoru,0.92,14.7,16.0,3.9,0.4,0.005,205,9384,e2,act2,diamond3
1,Jett,1.08,17.2,15.9,3.6,0.5,0.153,239,332673,e2,act2,diamond2
2,Sage,0.95,14.0,14.8,7.0,0.5,0.132,196,286875,e2,act2,diamond2
3,Reyna,1.1,17.3,15.7,4.5,0.51,0.129,243,279633,e2,act2,diamond2
4,Omen,0.97,14.7,15.2,3.9,0.49,0.115,203,249849,e2,act2,diamond2
5,Raze,1.04,16.5,15.9,4.9,0.51,0.1,241,216189,e2,act2,diamond2
6,Sova,0.98,14.2,14.5,6.5,0.5,0.074,204,160395,e2,act2,diamond2
7,Killjoy,0.99,14.3,14.4,3.8,0.51,0.073,200,158712,e2,act2,diamond2
8,Cypher,0.96,14.1,14.7,4.8,0.48,0.051,196,110007,e2,act2,diamond2
9,Phoenix,1.03,16.0,15.6,4.3,0.49,0.05,228,108171,e2,act2,diamond2
10,Brimstone,0.97,14.5,15.0,5.3,0.51,0.047,204,102918,e2,act2,diamond2
11,Breach,0.91,14.0,15.5,6.5,0.47,0.028,197,59823,e2,act2,diamond2
12,Viper,0.97,14.3,14.8,4.5,0.48,0.017,201,36771,e2,act2,diamond2
13,Astra,0.97,14.5,14.9,4.4,0.48,0.013,198,28101,e2,act2,diamond2
14,Skye,0.95,14.4,15.1,5.0,0.49,0.011,199,23001,e2,act2,diamond2
15,Yoru,0.9,14.1,15.7,3.8,0.41,0.007,199,14943,e2,act2,diamond2
1,Jett,1.09,17.3,15.9,3.6,0.49,0.149,241,424269,e2,act2,diamond1
2,Reyna,1.11,17.3,15.7,4.4,0.51,0.133,243,379542,e2,act2,diamond1
3,Sage,0.95,13.9,14.7,7.0,0.51,0.132,195,376533,e2,act2,diamond1
4,Omen,0.97,14.7,15.3,4.0,0.5,0.115,203,328185,e2,act2,diamond1
5,Raze,1.04,16.5,15.9,4.8,0.5,0.096,242,274839,e2,act2,diamond1
6,Sova,1.0,14.4,14.4,6.4,0.5,0.078,208,222462,e2,act2,diamond1
7,Killjoy,0.98,14.1,14.4,3.8,0.51,0.071,198,203286,e2,act2,diamond1
8,Phoenix,1.05,16.3,15.5,4.3,0.49,0.05,231,143463,e2,act2,diamond1
9,Cypher,0.96,14.1,14.8,4.8,0.48,0.05,195,141933,e2,act2,diamond1
10,Brimstone,0.96,14.5,15.0,5.4,0.51,0.048,204,138261,e2,act2,diamond1
11,Breach,0.89,13.9,15.5,6.3,0.47,0.028,195,79509,e2,act2,diamond1
12,Viper,0.98,14.5,14.8,4.6,0.47,0.018,204,51000,e2,act2,diamond1
13,Astra,0.99,14.8,14.9,4.3,0.49,0.013,203,37995,e2,act2,diamond1
14,Skye,0.91,13.8,15.1,4.9,0.46,0.011,193,31824,e2,act2,diamond1
15,Yoru,0.93,15.0,16.0,4.0,0.44,0.008,207,21879,e2,act2,diamond1
1,Jett,1.1,17.4,15.8,3.7,0.5,0.149,244,580431,e2,act2,platinum3
2,Sage,0.97,14.1,14.6,6.9,0.52,0.132,199,512448,e2,act2,platinum3
3,Reyna,1.13,17.5,15.6,4.4,0.5,0.132,246,512448,e2,act2,platinum3
4,Omen,0.98,14.9,15.2,3.9,0.49,0.111,205,431664,e2,act2,platinum3
5,Raze,1.05,16.6,15.7,4.9,0.52,0.097,243,377706,e2,act2,platinum3
6,Sova,1.01,14.6,14.5,6.4,0.51,0.074,210,289068,e2,act2,platinum3
7,Killjoy,0.99,14.2,14.4,3.8,0.51,0.072,200,278868,e2,act2,platinum3
8,Phoenix,1.06,16.6,15.6,4.4,0.48,0.052,236,203949,e2,act2,platinum3
9,Brimstone,0.97,14.5,14.9,5.4,0.51,0.05,206,194667,e2,act2,platinum3
10,Cypher,0.95,14.1,14.8,4.8,0.47,0.047,195,181662,e2,act2,platinum3
11,Breach,0.91,14.0,15.5,6.1,0.47,0.029,198,113985,e2,act2,platinum3
12,Viper,1.01,14.8,14.6,4.5,0.49,0.02,208,75939,e2,act2,platinum3
13,Astra,0.99,14.7,15.0,4.3,0.48,0.015,202,56814,e2,act2,platinum3
14,Skye,0.96,14.5,15.1,4.9,0.48,0.011,201,41922,e2,act2,platinum3
15,Yoru,0.93,14.8,15.8,3.9,0.41,0.009,209,34629,e2,act2,platinum3
1,Jett,1.1,17.3,15.8,3.7,0.49,0.148,243,753474,e2,act2,platinum2
2,Sage,0.96,14.0,14.6,6.9,0.51,0.136,198,692172,e2,act2,platinum2
3,Reyna,1.13,17.5,15.5,4.5,0.51,0.129,247,658767,e2,act2,platinum2
4,Omen,0.98,14.8,15.2,3.8,0.5,0.108,205,553605,e2,act2,platinum2
5,Raze,1.05,16.5,15.7,4.9,0.5,0.098,242,500769,e2,act2,platinum2
6,Sova,0.99,14.4,14.5,6.3,0.5,0.074,207,378981,e2,act2,platinum2
7,Killjoy,0.98,14.1,14.3,3.9,0.51,0.071,200,360111,e2,act2,platinum2
