rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Harbor,1.12,15.0,13.4,5.6,0.66,0.0,193,47,e7,act3,radiant
2,Deadlock,1.13,16.7,14.8,4.0,0.539,0.001,221,414,e7,act3,radiant
3,Sage,1.04,15.9,15.2,7.0,0.532,0.006,213,1776,e7,act3,radiant
4,Fade,1.05,15.7,15.0,6.9,0.527,0.015,208,4163,e7,act3,radiant
5,Phoenix,1.12,17.8,15.9,4.9,0.522,0.017,243,4852,e7,act3,radiant
6,Yoru,1.07,17.0,15.9,4.3,0.518,0.013,229,3745,e7,act3,radiant
7,Raze,1.09,17.9,16.4,4.1,0.512,0.094,246,26358,e7,act3,radiant
8,Reyna,1.15,18.1,15.8,4.2,0.509,0.092,243,25917,e7,act3,radiant
9,Sova,1.06,15.6,14.6,5.8,0.506,0.086,211,24221,e7,act3,radiant
10,Killjoy,1.1,16.2,14.8,3.1,0.505,0.068,214,19135,e7,act3,radiant
11,Jett,1.13,18.3,16.2,3.1,0.505,0.172,243,48574,e7,act3,radiant
12,Cypher,1.07,15.8,14.8,4.4,0.505,0.09,206,25392,e7,act3,radiant
13,Viper,1.08,16.0,14.8,5.4,0.504,0.043,214,12152,e7,act3,radiant
14,Brimstone,1.03,15.5,15.0,9.8,0.502,0.024,213,6789,e7,act3,radiant
15,Skye,1.0,15.0,15.1,8.0,0.499,0.076,200,21348,e7,act3,radiant
16,Neon,0.98,16.2,16.5,4.3,0.498,0.003,222,892,e7,act3,radiant
17,Omen,1.03,15.4,15.0,8.3,0.497,0.105,205,29655,e7,act3,radiant
18,Astra,1.1,16.1,14.6,7.4,0.495,0.018,212,5102,e7,act3,radiant
19,Gekko,0.98,14.9,15.2,5.5,0.494,0.014,196,3920,e7,act3,radiant
20,Chamber,1.14,17.3,15.2,2.5,0.488,0.027,226,7743,e7,act3,radiant
21,Breach,0.97,14.9,15.3,8.1,0.479,0.011,201,3075,e7,act3,radiant
22,Iso,1.06,17.4,16.4,4.1,0.478,0.007,235,2086,e7,act3,radiant
23,KAY/O,0.96,15.1,15.7,10.1,0.473,0.016,208,4422,e7,act3,radiant
1,Sage,1.0,15.1,15.0,6.9,0.524,0.016,205,22219,e7,act3,immortal3
2,Deadlock,1.06,16.0,15.0,4.1,0.523,0.003,209,3921,e7,act3,immortal3
3,Phoenix,1.1,17.3,15.7,4.7,0.523,0.02,237,27138,e7,act3,immortal3
4,Reyna,1.12,17.7,15.7,4.1,0.512,0.097,239,132556,e7,act3,immortal3
5,Brimstone,0.99,14.8,14.9,9.9,0.51,0.031,206,42369,e7,act3,immortal3
6,Fade,0.99,15.0,15.1,6.7,0.506,0.012,201,16628,e7,act3,immortal3
7,Neon,1.01,16.7,16.5,4.1,0.503,0.004,229,6014,e7,act3,immortal3
8,Cypher,1.03,15.2,14.7,4.4,0.502,0.099,200,135045,e7,act3,immortal3
9,Raze,1.05,17.0,16.2,4.2,0.502,0.081,238,110870,e7,act3,immortal3
10,Killjoy,1.06,15.5,14.7,3.1,0.502,0.059,207,80097,e7,act3,immortal3
11,Jett,1.08,17.5,16.1,3.1,0.501,0.161,235,219381,e7,act3,immortal3
12,Sova,1.02,15.0,14.7,5.7,0.5,0.081,204,110401,e7,act3,immortal3
13,Viper,1.02,15.1,14.8,5.2,0.5,0.033,204,45368,e7,act3,immortal3
14,Gekko,0.97,14.6,15.1,5.3,0.5,0.014,194,19787,e7,act3,immortal3
15,Omen,0.99,14.9,15.0,8.2,0.498,0.111,201,152119,e7,act3,immortal3
16,Astra,1.05,15.5,14.8,7.5,0.498,0.018,208,25223,e7,act3,immortal3
17,Skye,0.97,14.6,15.1,7.7,0.495,0.075,196,102664,e7,act3,immortal3
18,Yoru,1.02,16.4,16.0,4.4,0.49,0.014,221,18592,e7,act3,immortal3
19,Chamber,1.11,16.9,15.1,2.5,0.488,0.029,221,39792,e7,act3,immortal3
20,Breach,0.95,14.5,15.3,8.1,0.485,0.015,196,21051,e7,act3,immortal3
21,Iso,1.04,16.8,16.3,4.0,0.47,0.01,230,13956,e7,act3,immortal3
22,Harbor,0.95,14.5,15.2,6.1,0.463,0.002,194,2201,e7,act3,immortal3
23,KAY/O,0.93,14.6,15.7,9.8,0.458,0.014,203,19230,e7,act3,immortal3
1,Deadlock,1.07,15.9,14.9,4.0,0.528,0.003,212,3834,e7,act3,immortal2
2,Phoenix,1.09,17.1,15.7,4.6,0.512,0.022,236,30945,e7,act3,immortal2
3,Sage,0.99,14.8,15.0,6.9,0.511,0.02,203,29383,e7,act3,immortal2
4,Brimstone,0.99,14.8,15.0,9.7,0.507,0.033,206,47074,e7,act3,immortal2
5,Reyna,1.12,17.6,15.7,4.1,0.504,0.1,238,144051,e7,act3,immortal2
6,Sova,1.01,14.8,14.7,5.7,0.5,0.075,203,108283,e7,act3,immortal2
7,Cypher,1.02,15.0,14.7,4.5,0.499,0.099,199,141724,e7,act3,immortal2
8,Killjoy,1.05,15.2,14.6,3.2,0.497,0.054,205,76829,e7,act3,immortal2
9,Fade,0.99,14.8,15.0,6.7,0.497,0.012,200,17562,e7,act3,immortal2
10,Astra,1.05,15.5,14.7,7.4,0.496,0.019,208,27088,e7,act3,immortal2
11,Viper,1.01,14.9,14.8,5.1,0.495,0.032,202,45953,e7,act3,immortal2
12,Raze,1.04,16.9,16.2,4.2,0.494,0.076,236,109437,e7,act3,immortal2
13,Skye,0.96,14.4,15.1,7.6,0.493,0.074,196,105987,e7,act3,immortal2
14,Jett,1.08,17.4,16.1,3.2,0.493,0.156,235,223351,e7,act3,immortal2
15,Gekko,0.96,14.5,15.0,5.2,0.49,0.014,194,20719,e7,act3,immortal2
16,Yoru,1.02,16.2,15.8,4.2,0.49,0.013,221,18909,e7,act3,immortal2
17,Omen,0.99,14.8,15.0,8.1,0.49,0.11,201,158159,e7,act3,immortal2
18,Breach,0.95,14.5,15.2,7.8,0.484,0.017,197,25008,e7,act3,immortal2
19,Chamber,1.1,16.6,15.2,2.6,0.481,0.035,220,50432,e7,act3,immortal2
20,Neon,0.99,16.4,16.5,4.0,0.478,0.005,225,7041,e7,act3,immortal2
21,Iso,1.01,16.5,16.3,4.0,0.46,0.013,227,18092,e7,act3,immortal2
22,Harbor,0.92,14.2,15.4,6.1,0.449,0.002,192,3086,e7,act3,immortal2
23,KAY/O,0.93,14.5,15.6,9.5,0.447,0.015,203,21301,e7,act3,immortal2
1,Sage,0.97,14.5,15.0,6.9,0.507,0.027,199,76228,e7,act3,immortal1
2,Brimstone,0.98,14.6,15.0,9.6,0.505,0.035,205,97660,e7,act3,immortal1
3,Phoenix,1.09,17.1,15.7,4.6,0.502,0.022,235,63015,e7,act3,immortal1
4,Deadlock,1.05,15.7,15.0,4.1,0.499,0.003,210,8196,e7,act3,immortal1
5,Gekko,0.95,14.4,15.1,5.1,0.497,0.016,193,44066,e7,act3,immortal1
6,Reyna,1.11,17.5,15.8,4.1,0.496,0.099,237,279657,e7,act3,immortal1
7,Astra,1.04,15.4,14.8,7.3,0.494,0.019,207,54302,e7,act3,immortal1
8,Fade,0.98,14.7,15.1,6.6,0.494,0.013,199,35610,e7,act3,immortal1
9,Cypher,1.01,14.9,14.7,4.5,0.494,0.096,198,269871,e7,act3,immortal1
10,Killjoy,1.03,15.1,14.6,3.2,0.493,0.051,204,143649,e7,act3,immortal1
11,Sova,1.0,14.7,14.7,5.7,0.492,0.071,202,200422,e7,act3,immortal1
12,Viper,1.01,14.8,14.7,5.1,0.49,0.031,202,88293,e7,act3,immortal1
13,Raze,1.03,16.7,16.2,4.3,0.489,0.074,235,207989,e7,act3,immortal1
14,Jett,1.07,17.3,16.1,3.2,0.488,0.151,234,426775,e7,act3,immortal1
15,Omen,0.98,14.8,15.1,7.9,0.487,0.108,201,304140,e7,act3,immortal1
16,Yoru,1.02,16.3,15.9,4.3,0.486,0.013,221,37508,e7,act3,immortal1
17,Skye,0.95,14.4,15.2,7.4,0.486,0.074,196,208305,e7,act3,immortal1
18,Chamber,1.09,16.5,15.2,2.7,0.477,0.039,219,111220,e7,act3,immortal1
19,Breach,0.94,14.3,15.3,7.6,0.476,0.019,196,54000,e7,act3,immortal1
20,Neon,0.97,16.1,16.6,4.0,0.472,0.006,222,16572,e7,act3,immortal1
21,Harbor,0.93,14.2,15.4,6.1,0.459,0.003,193,8088,e7,act3,immortal1
22,KAY/O,0.92,14.4,15.6,9.4,0.443,0.016,203,45528,e7,act3,immortal1
23,Iso,0.99,16.2,16.3,4.1,0.441,0.015,224,41673,e7,act3,immortal1
1,Brimstone,0.98,14.6,15.0,9.4,0.509,0.037,205,153910,e7,act3,ascendant3
2,Sage,0.96,14.5,15.0,6.9,0.508,0.031,199,131421,e7,act3,ascendant3
3,Phoenix,1.1,17.2,15.6,4.6,0.507,0.024,238,99188,e7,act3,ascendant3
4,Reyna,1.12,17.6,15.7,4.2,0.503,0.101,239,421651,e7,act3,ascendant3
5,Cypher,1.02,14.9,14.6,4.6,0.499,0.094,199,394499,e7,act3,ascendant3
6,Gekko,0.95,14.3,15.0,5.1,0.499,0.017,193,73165,e7,act3,ascendant3
7,Sova,1.0,14.7,14.7,5.7,0.497,0.068,203,283801,e7,act3,ascendant3
8,Killjoy,1.03,15.0,14.5,3.3,0.497,0.049,204,203902,e7,act3,ascendant3
9,Viper,1.01,14.8,14.7,5.1,0.496,0.031,202,130844,e7,act3,ascendant3
10,Fade,0.98,14.7,15.0,6.5,0.494,0.013,200,54763,e7,act3,ascendant3
11,Astra,1.05,15.4,14.8,7.1,0.494,0.02,208,81989,e7,act3,ascendant3
12,Skye,0.96,14.5,15.1,7.4,0.492,0.072,197,302148,e7,act3,ascendant3
13,Deadlock,1.05,15.7,15.0,4.1,0.492,0.003,210,13774,e7,act3,ascendant3
14,Raze,1.04,16.7,16.2,4.3,0.492,0.072,236,302520,e7,act3,ascendant3
15,Jett,1.08,17.4,16.1,3.3,0.492,0.145,236,607973,e7,act3,ascendant3
16,Omen,0.99,14.9,15.1,7.7,0.489,0.107,202,448983,e7,act3,ascendant3
17,Yoru,1.03,16.3,15.8,4.3,0.485,0.013,223,54659,e7,act3,ascendant3
18,Breach,0.94,14.4,15.3,7.5,0.484,0.02,197,84978,e7,act3,ascendant3
19,Chamber,1.09,16.5,15.1,2.7,0.48,0.041,220,170220,e7,act3,ascendant3
20,Neon,0.98,16.2,16.6,4.1,0.476,0.006,224,26206,e7,act3,ascendant3
21,Iso,1.01,16.4,16.3,4.1,0.449,0.016,226,66191,e7,act3,ascendant3
22,Harbor,0.93,14.2,15.3,6.0,0.449,0.003,193,14008,e7,act3,ascendant3
23,KAY/O,0.93,14.5,15.6,9.3,0.449,0.017,204,70198,e7,act3,ascendant3
1,Brimstone,0.98,14.6,15.0,9.3,0.511,0.038,205,229283,e7,act3,ascendant2
2,Phoenix,1.1,17.2,15.7,4.6,0.507,0.025,237,149809,e7,act3,ascendant2
3,Sage,0.95,14.3,15.0,6.9,0.506,0.036,197,217511,e7,act3,ascendant2
4,Reyna,1.12,17.6,15.7,4.2,0.499,0.1,240,603041,e7,act3,ascendant2
5,Deadlock,1.04,15.5,15.0,4.0,0.498,0.004,208,22393,e7,act3,ascendant2
6,Sova,1.0,14.7,14.7,5.7,0.497,0.065,203,390372,e7,act3,ascendant2
7,Cypher,1.02,14.9,14.6,4.6,0.497,0.092,199,554021,e7,act3,ascendant2
8,Killjoy,1.03,14.9,14.5,3.3,0.495,0.048,203,288285,e7,act3,ascendant2
9,Viper,1.01,14.8,14.7,5.1,0.494,0.031,202,186129,e7,act3,ascendant2
10,Gekko,0.95,14.3,15.1,5.1,0.493,0.019,193,113179,e7,act3,ascendant2
11,Fade,0.97,14.6,15.0,6.5,0.493,0.014,200,81600,e7,act3,ascendant2
12,Jett,1.08,17.3,16.1,3.3,0.491,0.139,236,840829,e7,act3,ascendant2
13,Astra,1.04,15.3,14.8,7.0,0.49,0.019,207,115400,e7,act3,ascendant2
14,Raze,1.03,16.7,16.2,4.3,0.489,0.073,235,437823,e7,act3,ascendant2
15,Skye,0.95,14.4,15.1,7.4,0.489,0.071,197,427674,e7,act3,ascendant2
16,Omen,0.99,14.9,15.1,7.5,0.488,0.105,203,636197,e7,act3,ascendant2
17,Chamber,1.09,16.5,15.1,2.8,0.481,0.043,219,258743,e7,act3,ascendant2
18,Breach,0.94,14.4,15.3,7.4,0.48,0.022,197,130187,e7,act3,ascendant2
19,Yoru,1.02,16.2,15.9,4.3,0.475,0.013,221,78779,e7,act3,ascendant2
20,Neon,0.98,16.1,16.5,4.0,0.475,0.007,223,42877,e7,act3,ascendant2
21,Harbor,0.93,14.2,15.3,5.9,0.453,0.004,193,23545,e7,act3,ascendant2
22,KAY/O,0.92,14.5,15.6,9.2,0.447,0.018,203,109200,e7,act3,ascendant2
23,Iso,1.0,16.3,16.3,4.1,0.446,0.017,226,101869,e7,act3,ascendant2
1,Phoenix,1.1,17.2,15.6,4.6,0.508,0.026,237,197455,e7,act3,ascendant1
