rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Chamber,1.18,18.0,15.2,2.7,0.51,0.204,236,30804,e5,act1,radiant
2,Jett,1.11,18.2,16.4,3.6,0.52,0.144,246,21726,e5,act1,radiant
3,Sova,1.03,15.0,14.6,5.9,0.53,0.073,205,11016,e5,act1,radiant
4,Reyna,1.14,18.4,16.2,3.4,0.52,0.07,246,10659,e5,act1,radiant
5,Raze,1.02,16.3,16.1,4.5,0.5,0.064,233,9690,e5,act1,radiant
6,Viper,1.06,15.8,15.0,5.5,0.48,0.062,211,9435,e5,act1,radiant
7,Fade,0.97,14.8,15.3,7.2,0.5,0.06,201,9027,e5,act1,radiant
8,Omen,1.0,15.0,14.9,6.5,0.49,0.053,201,8058,e5,act1,radiant
9,Brimstone,1.06,15.4,14.5,8.2,0.58,0.049,212,7344,e5,act1,radiant
10,KAY/O,0.98,14.9,15.2,8.3,0.53,0.037,213,5610,e5,act1,radiant
11,Sage,0.98,14.5,14.9,6.5,0.52,0.034,201,5202,e5,act1,radiant
12,Skye,1.03,15.3,14.8,5.2,0.53,0.031,204,4692,e5,act1,radiant
13,Phoenix,1.14,17.4,15.3,3.9,0.53,0.03,241,4539,e5,act1,radiant
14,Breach,0.98,15.2,15.5,5.9,0.4,0.026,204,3978,e5,act1,radiant
15,Neon,0.99,16.1,16.3,3.8,0.48,0.02,228,3060,e5,act1,radiant
16,Astra,1.11,16.6,15.0,6.4,0.56,0.016,216,2346,e5,act1,radiant
17,Yoru,1.09,18.8,17.3,3.9,0.53,0.011,236,1632,e5,act1,radiant
18,Cypher,0.99,14.9,15.1,3.9,0.47,0.01,204,1530,e5,act1,radiant
19,Killjoy,0.92,14.0,15.2,3.6,0.29,0.006,201,867,e5,act1,radiant
1,Chamber,1.16,17.5,15.1,2.8,0.5,0.189,232,175491,e5,act1,immortal3
2,Jett,1.07,17.4,16.2,3.4,0.5,0.143,238,132702,e5,act1,immortal3
3,Sova,1.01,14.8,14.7,5.9,0.52,0.073,205,68034,e5,act1,immortal3
4,Viper,1.01,14.9,14.8,5.4,0.5,0.071,203,65484,e5,act1,immortal3
5,Reyna,1.12,17.5,15.7,3.5,0.52,0.07,239,65127,e5,act1,immortal3
6,Raze,1.05,16.9,16.1,4.6,0.55,0.059,240,54468,e5,act1,immortal3
7,Fade,0.96,14.5,15.2,6.9,0.49,0.054,199,50541,e5,act1,immortal3
8,Brimstone,0.97,14.7,15.1,7.8,0.49,0.054,203,49929,e5,act1,immortal3
9,Omen,0.96,14.5,15.1,6.5,0.48,0.049,199,45645,e5,act1,immortal3
10,Sage,1.01,14.8,14.7,6.5,0.54,0.046,202,42483,e5,act1,immortal3
11,KAY/O,0.93,14.6,15.7,8.2,0.46,0.039,203,35955,e5,act1,immortal3
12,Skye,0.99,15.3,15.5,5.5,0.52,0.033,202,30855,e5,act1,immortal3
13,Phoenix,1.12,17.5,15.6,3.9,0.55,0.031,240,28662,e5,act1,immortal3
14,Breach,0.95,14.4,15.2,5.9,0.5,0.027,195,25143,e5,act1,immortal3
15,Neon,0.94,15.9,16.9,3.8,0.46,0.022,222,20196,e5,act1,immortal3
16,Astra,1.01,14.8,14.7,6.0,0.49,0.012,200,11526,e5,act1,immortal3
17,Yoru,1.03,16.1,15.6,3.2,0.5,0.011,219,10404,e5,act1,immortal3
18,Cypher,1.01,15.1,15.0,4.3,0.5,0.009,204,8262,e5,act1,immortal3
19,Killjoy,1.09,15.2,13.9,3.6,0.54,0.008,210,7803,e5,act1,immortal3
1,Chamber,1.13,17.2,15.2,2.9,0.5,0.185,228,234141,e5,act1,immortal2
2,Jett,1.05,17.2,16.3,3.5,0.5,0.143,235,181509,e5,act1,immortal2
3,Reyna,1.1,17.4,15.8,3.6,0.49,0.079,239,100062,e5,act1,immortal2
4,Viper,1.0,14.7,14.7,5.5,0.52,0.073,201,92769,e5,act1,immortal2
5,Sova,0.97,14.4,14.8,5.7,0.49,0.071,199,90525,e5,act1,immortal2
6,Raze,1.03,16.6,16.2,4.8,0.49,0.058,237,73644,e5,act1,immortal2
7,Fade,0.99,14.9,15.0,7.1,0.53,0.053,202,67371,e5,act1,immortal2
8,Brimstone,0.99,14.7,14.9,7.9,0.54,0.051,205,64413,e5,act1,immortal2
9,Omen,0.97,14.8,15.2,6.7,0.52,0.049,200,62475,e5,act1,immortal2
10,Sage,0.97,14.7,15.1,6.4,0.52,0.048,201,60537,e5,act1,immortal2
11,KAY/O,0.92,14.4,15.6,8.3,0.5,0.037,202,47379,e5,act1,immortal2
12,Skye,0.93,14.4,15.5,5.7,0.47,0.036,196,45186,e5,act1,immortal2
13,Phoenix,1.11,17.3,15.6,3.9,0.52,0.031,239,39678,e5,act1,immortal2
14,Breach,0.93,14.3,15.4,5.9,0.5,0.024,193,29988,e5,act1,immortal2
15,Neon,0.96,16.0,16.6,3.8,0.47,0.02,223,25908,e5,act1,immortal2
16,Yoru,0.99,15.9,16.1,3.5,0.45,0.012,217,14637,e5,act1,immortal2
17,Astra,0.99,14.9,15.0,6.2,0.47,0.012,200,14637,e5,act1,immortal2
18,Cypher,1.02,15.0,14.7,4.1,0.51,0.01,203,12291,e5,act1,immortal2
19,Killjoy,1.04,15.1,14.5,3.7,0.53,0.008,209,10506,e5,act1,immortal2
1,Chamber,1.13,17.0,15.1,2.9,0.5,0.179,227,444567,e5,act1,immortal1
2,Jett,1.06,17.2,16.2,3.5,0.51,0.141,235,350727,e5,act1,immortal1
3,Reyna,1.1,17.4,15.8,3.6,0.51,0.083,238,204867,e5,act1,immortal1
4,Viper,1.0,14.9,14.8,5.5,0.49,0.071,203,175746,e5,act1,immortal1
5,Sova,0.97,14.3,14.7,5.7,0.5,0.067,199,165699,e5,act1,immortal1
6,Raze,1.03,16.7,16.2,4.8,0.5,0.057,237,140811,e5,act1,immortal1
7,Sage,0.94,14.2,15.0,6.6,0.49,0.055,196,135558,e5,act1,immortal1
8,Omen,0.97,14.7,15.2,6.4,0.48,0.053,200,130866,e5,act1,immortal1
9,Brimstone,0.98,14.7,15.1,7.7,0.51,0.053,204,130662,e5,act1,immortal1
10,Fade,0.95,14.5,15.3,7.0,0.48,0.049,199,121839,e5,act1,immortal1
11,Skye,0.96,14.5,15.2,5.6,0.51,0.039,199,97512,e5,act1,immortal1
12,KAY/O,0.91,14.3,15.6,8.1,0.46,0.036,202,88944,e5,act1,immortal1
13,Phoenix,1.08,17.3,16.0,3.9,0.5,0.031,237,76194,e5,act1,immortal1
14,Breach,0.94,14.2,15.2,5.9,0.5,0.024,195,58854,e5,act1,immortal1
15,Neon,0.96,16.0,16.8,3.8,0.47,0.021,223,52479,e5,act1,immortal1
16,Yoru,0.98,15.7,16.0,3.3,0.42,0.011,214,28458,e5,act1,immortal1
17,Astra,1.02,15.1,14.9,6.2,0.45,0.011,203,27642,e5,act1,immortal1
18,Killjoy,1.03,14.9,14.5,3.6,0.48,0.01,207,23970,e5,act1,immortal1
19,Cypher,0.98,15.0,15.3,4.4,0.48,0.01,201,23919,e5,act1,immortal1
1,Chamber,1.13,17.1,15.1,3.0,0.5,0.178,227,689469,e5,act1,ascendant3
2,Jett,1.05,17.2,16.3,3.6,0.49,0.136,236,525963,e5,act1,ascendant3
3,Reyna,1.12,17.6,15.7,3.7,0.52,0.089,241,345780,e5,act1,ascendant3
4,Viper,0.99,14.6,14.8,5.5,0.5,0.072,201,277899,e5,act1,ascendant3
5,Sova,0.98,14.5,14.8,5.8,0.51,0.062,201,240771,e5,act1,ascendant3
6,Raze,1.02,16.5,16.1,4.8,0.48,0.059,236,227052,e5,act1,ascendant3
7,Sage,0.96,14.5,15.1,6.7,0.5,0.057,197,219606,e5,act1,ascendant3
8,Brimstone,0.98,14.5,14.9,7.7,0.51,0.054,204,208080,e5,act1,ascendant3
9,Omen,0.96,14.7,15.3,6.4,0.49,0.05,200,195177,e5,act1,ascendant3
10,Fade,0.96,14.5,15.2,7.0,0.5,0.047,200,183345,e5,act1,ascendant3
11,Skye,0.96,14.7,15.3,5.9,0.52,0.041,200,159885,e5,act1,ascendant3
12,KAY/O,0.92,14.4,15.8,8.0,0.46,0.037,202,143361,e5,act1,ascendant3
13,Phoenix,1.1,17.3,15.7,4.0,0.54,0.029,240,113169,e5,act1,ascendant3
14,Breach,0.94,14.4,15.3,5.9,0.5,0.023,196,90423,e5,act1,ascendant3
15,Neon,0.98,16.2,16.6,3.9,0.5,0.021,225,82671,e5,act1,ascendant3
16,Killjoy,1.03,14.9,14.5,3.7,0.48,0.012,207,45288,e5,act1,ascendant3
17,Astra,1.03,15.0,14.6,6.1,0.49,0.011,202,43962,e5,act1,ascendant3
18,Yoru,1.01,16.3,16.1,3.5,0.47,0.01,220,38964,e5,act1,ascendant3
19,Cypher,1.0,14.8,14.8,4.2,0.48,0.01,201,36924,e5,act1,ascendant3
1,Chamber,1.13,17.0,15.1,3.0,0.51,0.173,227,1051977,e5,act1,ascendant2
2,Jett,1.06,17.2,16.2,3.5,0.49,0.131,236,796977,e5,act1,ascendant2
3,Reyna,1.11,17.5,15.8,3.7,0.51,0.091,239,556512,e5,act1,ascendant2
4,Viper,0.99,14.6,14.8,5.4,0.5,0.071,201,429624,e5,act1,ascendant2
5,Sage,0.96,14.2,14.9,6.7,0.52,0.063,196,381378,e5,act1,ascendant2
6,Sova,0.97,14.4,14.9,5.8,0.5,0.06,200,368118,e5,act1,ascendant2
