rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Phoenix,1.15,17.8,15.5,4.9,0.548,0.018,254,462,e6,act1,radiant
2,Brimstone,1.08,15.9,14.8,10.2,0.54,0.028,218,722,e6,act1,radiant
3,Chamber,1.15,17.5,15.3,2.4,0.532,0.026,228,669,e6,act1,radiant
4,Viper,1.1,16.3,14.8,5.9,0.525,0.041,223,1052,e6,act1,radiant
5,Fade,1.03,15.7,15.2,6.9,0.522,0.032,214,822,e6,act1,radiant
6,Omen,1.02,15.4,15.2,8.9,0.521,0.073,208,1853,e6,act1,radiant
7,Raze,1.09,17.8,16.4,4.8,0.519,0.075,252,1914,e6,act1,radiant
8,Sage,1.0,15.2,15.2,7.4,0.513,0.039,206,1004,e6,act1,radiant
9,Jett,1.13,18.1,16.0,3.5,0.502,0.181,246,4630,e6,act1,radiant
10,Reyna,1.16,18.3,15.7,4.2,0.501,0.072,249,1846,e6,act1,radiant
11,Cypher,1.07,15.8,14.7,4.5,0.499,0.045,208,1136,e6,act1,radiant
12,KAY/O,1.0,15.5,15.6,10.4,0.497,0.029,217,729,e6,act1,radiant
13,Killjoy,1.1,16.3,14.8,3.2,0.494,0.104,217,2662,e6,act1,radiant
14,Sova,1.02,15.1,14.8,6.1,0.491,0.077,207,1954,e6,act1,radiant
15,Skye,0.98,14.9,15.3,8.2,0.485,0.041,204,1037,e6,act1,radiant
16,Astra,1.13,16.4,14.5,7.3,0.484,0.036,217,920,e6,act1,radiant
17,Yoru,1.04,16.7,16.0,5.2,0.484,0.011,233,273,e6,act1,radiant
18,Harbor,0.95,14.6,15.4,6.3,0.474,0.015,193,386,e6,act1,radiant
19,Breach,0.97,14.7,15.2,8.2,0.452,0.047,200,1188,e6,act1,radiant
20,Neon,0.9,15.7,17.4,4.2,0.361,0.01,220,263,e6,act1,radiant
1,Astra,1.05,15.4,14.6,7.4,0.518,0.036,207,4530,e6,act1,immortal3
2,Phoenix,1.12,17.7,15.8,5.1,0.514,0.025,242,3102,e6,act1,immortal3
3,Sage,0.99,14.9,15.1,7.2,0.512,0.051,204,6301,e6,act1,immortal3
