rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
1,Jett,1.14,18.6,16.4,3.6,0.51,0.193,253,65943,e2,act3,radiant
2,Reyna,1.15,18.4,16.0,4.3,0.52,0.137,250,46716,e2,act3,radiant
3,Sova,1.05,15.4,14.7,7.2,0.52,0.114,216,38811,e2,act3,radiant
4,Sage,1.01,15.3,15.1,6.9,0.52,0.113,206,38454,e2,act3,radiant
5,Raze,1.04,17.3,16.7,4.9,0.46,0.097,247,32997,e2,act3,radiant
6,Omen,0.99,15.3,15.4,4.3,0.49,0.087,205,29682,e2,act3,radiant
7,Killjoy,1.05,15.7,14.9,3.6,0.48,0.051,212,17238,e2,act3,radiant
8,Viper,1.02,15.2,15.0,5.4,0.52,0.05,210,17187,e2,act3,radiant
9,Skye,0.99,15.8,15.9,5.4,0.46,0.036,208,12189,e2,act3,radiant
10,Cypher,1.05,16.0,15.2,5.0,0.44,0.033,212,11118,e2,act3,radiant
11,Phoenix,1.06,17.3,16.2,4.6,0.47,0.031,233,10506,e2,act3,radiant
12,Astra,1.07,15.9,14.9,4.6,0.55,0.028,213,9384,e2,act3,radiant
13,Brimstone,0.97,15.3,15.7,5.4,0.45,0.016,210,5508,e2,act3,radiant
14,Yoru,1.06,16.0,15.0,4.4,0.51,0.011,221,3825,e2,act3,radiant
15,Breach,0.75,11.9,15.8,7.0,0.38,0.005,167,1632,e2,act3,radiant
1,Jett,1.07,17.3,16.1,3.5,0.49,0.168,240,813450,e2,act3,immortal
2,Sage,0.96,14.3,14.8,7.0,0.51,0.135,198,653820,e2,act3,immortal
3,Reyna,1.09,17.3,15.9,4.3,0.5,0.129,240,626127,e2,act3,immortal
4,Omen,0.97,14.8,15.3,4.0,0.5,0.105,202,510357,e2,act3,immortal
5,Sova,0.98,14.3,14.6,6.7,0.51,0.09,204,435591,e2,act3,immortal
6,Raze,1.03,16.7,16.1,4.9,0.51,0.084,242,406929,e2,act3,immortal
7,Killjoy,1.0,14.5,14.5,3.7,0.51,0.068,201,327675,e2,act3,immortal
8,Viper,0.98,14.4,14.8,5.3,0.51,0.046,200,224145,e2,act3,immortal
9,Cypher,0.95,14.2,14.9,4.7,0.46,0.042,195,205377,e2,act3,immortal
10,Phoenix,1.02,16.2,15.8,4.4,0.48,0.034,228,164424,e2,act3,immortal
11,Skye,0.91,14.3,15.7,5.2,0.48,0.033,195,158049,e2,act3,immortal
12,Brimstone,0.96,14.4,15.0,5.2,0.51,0.027,202,130305,e2,act3,immortal
13,Astra,0.99,14.7,14.9,4.5,0.48,0.022,198,105978,e2,act3,immortal
14,Breach,0.87,13.5,15.5,6.8,0.45,0.01,191,49419,e2,act3,immortal
15,Yoru,0.92,14.8,16.0,3.9,0.41,0.008,207,39984,e2,act3,immortal
1,Jett,1.07,17.1,16.0,3.6,0.51,0.155,238,326604,e2,act3,diamond3
2,Sage,0.94,13.9,14.8,6.9,0.51,0.145,195,305133,e2,act3,diamond3
3,Reyna,1.09,17.2,15.8,4.4,0.5,0.133,241,281010,e2,act3,diamond3
4,Omen,0.94,14.5,15.3,4.0,0.49,0.11,198,231693,e2,act3,diamond3
5,Sova,0.97,14.1,14.5,6.6,0.5,0.084,204,177021,e2,act3,diamond3
6,Raze,1.04,16.6,16.0,4.9,0.52,0.081,240,171207,e2,act3,diamond3
7,Killjoy,0.98,14.1,14.5,3.7,0.51,0.067,198,141627,e2,act3,diamond3
8,Viper,0.96,14.1,14.7,5.3,0.49,0.042,199,88893,e2,act3,diamond3
9,Cypher,0.95,14.2,14.9,4.9,0.48,0.04,196,85068,e2,act3,diamond3
10,Phoenix,1.02,16.0,15.7,4.5,0.51,0.038,227,80784,e2,act3,diamond3
11,Brimstone,0.93,13.9,15.0,5.4,0.51,0.032,199,67575,e2,act3,diamond3
12,Skye,0.91,13.8,15.3,5.1,0.49,0.031,193,66096,e2,act3,diamond3
13,Astra,0.95,14.0,14.8,4.4,0.5,0.017,193,36210,e2,act3,diamond3
14,Breach,0.88,13.8,15.7,6.7,0.46,0.014,193,29937,e2,act3,diamond3
15,Yoru,0.91,14.4,15.9,3.8,0.41,0.008,202,16422,e2,act3,diamond3
1,Jett,1.09,17.3,16.0,3.6,0.51,0.157,242,396678,e2,act3,diamond2
2,Sage,0.95,13.9,14.7,6.9,0.52,0.142,196,356745,e2,act3,diamond2
3,Reyna,1.1,17.3,15.8,4.4,0.49,0.135,243,339150,e2,act3,diamond2
4,Omen,0.97,14.8,15.3,3.9,0.5,0.105,203,264843,e2,act3,diamond2
5,Raze,1.03,16.4,16.0,4.9,0.5,0.082,239,207468,e2,act3,diamond2
6,Sova,0.99,14.4,14.5,6.6,0.51,0.081,205,203643,e2,act3,diamond2
7,Killjoy,0.98,14.2,14.5,3.8,0.5,0.066,199,167484,e2,act3,diamond2
8,Viper,0.98,14.3,14.6,5.3,0.49,0.044,200,109803,e2,act3,diamond2
9,Phoenix,1.02,16.0,15.7,4.3,0.48,0.04,229,101898,e2,act3,diamond2
10,Cypher,0.95,14.3,15.0,4.9,0.47,0.04,195,99858,e2,act3,diamond2
11,Brimstone,0.96,14.2,14.8,5.2,0.5,0.032,203,81753,e2,act3,diamond2
12,Skye,0.94,14.4,15.4,5.1,0.47,0.032,198,79407,e2,act3,diamond2
13,Astra,0.99,14.6,14.8,4.3,0.5,0.017,199,42738,e2,act3,diamond2
14,Breach,0.87,13.9,15.9,6.4,0.43,0.017,193,42483,e2,act3,diamond2
15,Yoru,0.98,15.2,15.6,3.9,0.44,0.01,213,25398,e2,act3,diamond2
1,Jett,1.09,17.4,16.0,3.6,0.5,0.155,242,516375,e2,act3,diamond1
2,Sage,0.95,14.1,14.8,6.9,0.51,0.143,197,475218,e2,act3,diamond1
3,Reyna,1.1,17.4,15.8,4.5,0.51,0.135,244,449259,e2,act3,diamond1
4,Omen,0.96,14.8,15.4,3.9,0.49,0.105,202,348024,e2,act3,diamond1
5,Raze,1.03,16.5,16.0,4.9,0.5,0.082,240,273870,e2,act3,diamond1
6,Sova,0.98,14.3,14.5,6.5,0.5,0.08,205,264894,e2,act3,diamond1
7,Killjoy,0.96,14.0,14.6,3.8,0.48,0.065,198,215169,e2,act3,diamond1
8,Viper,0.98,14.4,14.7,5.3,0.5,0.044,202,145299,e2,act3,diamond1
9,Phoenix,1.04,16.3,15.7,4.4,0.48,0.041,232,137751,e2,act3,diamond1
10,Cypher,0.95,14.1,14.8,4.8,0.48,0.04,195,134130,e2,act3,diamond1
11,Brimstone,0.95,14.2,15.0,5.3,0.5,0.034,201,112353,e2,act3,diamond1
12,Skye,0.94,14.4,15.3,5.0,0.49,0.031,199,101592,e2,act3,diamond1
13,Breach,0.88,13.7,15.6,6.1,0.45,0.018,195,59772,e2,act3,diamond1
14,Astra,0.98,14.7,15.0,4.3,0.51,0.018,199,59619,e2,act3,diamond1
15,Yoru,0.96,15.0,15.7,3.9,0.45,0.011,211,35088,e2,act3,diamond1
1,Jett,1.12,17.7,15.9,3.7,0.5,0.159,247,720630,e2,act3,platinum3
2,Sage,0.96,14.2,14.8,6.9,0.52,0.139,199,629391,e2,act3,platinum3
3,Reyna,1.12,17.6,15.7,4.4,0.5,0.137,247,622251,e2,act3,platinum3
4,Omen,0.96,14.8,15.3,3.9,0.48,0.102,203,462111,e2,act3,platinum3
5,Raze,1.05,16.8,15.9,4.9,0.5,0.086,244,389742,e2,act3,platinum3
6,Sova,1.0,14.5,14.5,6.5,0.51,0.076,208,343128,e2,act3,platinum3
7,Killjoy,0.99,14.3,14.5,3.8,0.51,0.064,202,292179,e2,act3,platinum3
8,Viper,1.0,14.5,14.6,5.3,0.51,0.044,205,198543,e2,act3,platinum3
9,Phoenix,1.05,16.5,15.7,4.5,0.49,0.043,234,196758,e2,act3,platinum3
10,Cypher,0.97,14.3,14.8,4.9,0.49,0.039,198,178551,e2,act3,platinum3
11,Brimstone,0.97,14.6,15.1,5.3,0.51,0.035,205,157233,e2,act3,platinum3
12,Skye,0.94,14.4,15.3,5.1,0.48,0.03,201,134334,e2,act3,platinum3
13,Breach,0.89,14.0,15.8,6.2,0.44,0.019,196,85119,e2,act3,platinum3
14,Astra,1.01,14.9,14.8,4.3,0.49,0.017,204,75582,e2,act3,platinum3
15,Yoru,0.97,15.4,15.8,3.9,0.45,0.013,214,56916,e2,act3,platinum3
1,Jett,1.12,17.7,15.9,3.7,0.5,0.154,247,917133,e2,act3,platinum2
2,Sage,0.95,14.1,14.8,6.9,0.51,0.14,198,838083,e2,act3,platinum2
3,Reyna,1.13,17.6,15.6,4.4,0.51,0.138,248,822324,e2,act3,platinum2
4,Omen,0.97,14.9,15.4,3.9,0.49,0.1,205,595476,e2,act3,platinum2
5,Raze,1.05,16.7,15.8,4.9,0.51,0.083,243,494496,e2,act3,platinum2
6,Sova,0.99,14.4,14.6,6.4,0.5,0.077,207,457317,e2,act3,platinum2
7,Killjoy,0.98,14.2,14.4,3.8,0.5,0.064,200,379848,e2,act3,platinum2
8,Viper,1.0,14.5,14.6,5.2,0.5,0.045,205,271116,e2,act3,platinum2
